rank,company,ticker,cik,public_float_usd,public_float,tier
374,MARKEL GROUP INC.,MKL,1096343,24853000000,$24.9B,mega
375,Synchrony Financial,SYF-PB,1601712,24823465409,$24.8B,mega
376,"MONOLITHIC POWER SYSTEMS, INC.",MPWR,1280452,24700000000,$24.7B,mega
377,HERSHEY CO,HSY,47111,24680833539,$24.7B,mega
378,INTERNATIONAL PAPER CO /NEW/,INPAP,51434,24671507117,$24.7B,mega
379,LENNAR CORP /NEW/,LEN-B,920760,24643058075,$24.6B,mega
380,ATMOS ENERGY CORP,ATO,731802,24413133216,$24.4B,mega
381,"Cboe Global Markets, Inc.",CBOE,1374310,24400000000,$24.4B,mega
382,STERIS plc,STE,1757898,24222300000,$24.2B,mega
383,METTLER TOLEDO INTERNATIONAL INC/,MTD,1037646,24200000000,$24.2B,mega
384,HP INC,HPQ,47217,24121817659,$24.1B,mega
385,"Live Nation Entertainment, Inc.",LYV,1335258,24100000000,$24.1B,mega
386,HUNTINGTON BANCSHARES INC /MD/,HBANP,49196,24100000000,$24.1B,mega
387,NORTHERN TRUST CORP,NTRSO,73124,24100000000,$24.1B,mega
388,FIFTH THIRD BANCORP,FITB-PK,35527,23900000000,$23.9B,mega
389,CENTERPOINT ENERGY INC,CNP,1130310,23867105630,$23.9B,mega
390,TELEDYNE TECHNOLOGIES INC,TDY,1094285,23800000000,$23.8B,mega
391,"American Water Works Company, Inc.",AWK,1410636,23779400000,$23.8B,mega
392,"Interactive Brokers Group, Inc.",IBKR,1381197,23755862670,$23.8B,mega
393,EVERSOURCE ENERGY,ES,72741,23590442517,$23.6B,mega
394,CDW Corp,CDW,1402057,23377000000,$23.4B,mega
395,FIRSTENERGY CORP,FE,1031296,23208851454,$23.2B,mega
396,Brookfield Asset Management Ltd.,BAM,1937926,23200000000,$23.2B,mega
397,ON SEMICONDUCTOR CORP,ON,1097864,23198209519,$23.2B,mega
398,CIK 1013462,,1013462,23147000000,$23.1B,mega
399,"Toast, Inc.",TOST,1650164,23000000000,$23.0B,mega
400,CHURCH & DWIGHT CO INC /DE/,CHD,313927,22900000000,$22.9B,mega
401,CINCINNATI FINANCIAL CORP,CINF,20286,22846561651,$22.8B,mega
402,"CORPAY, INC.",CPAY,1175454,22608739528,$22.6B,mega
403,WILLIAMS SONOMA INC,WSM,719955,22608389080,$22.6B,mega
404,Smurfit Westrock plc,SW,2005951,22371000000,$22.4B,mega
405,INSULET CORP,PODD,1145197,22100000000,$22.1B,mega
406,Kraft Heinz Co,KHC,1637459,22000000000,$22.0B,mega
407,TRACTOR SUPPLY CO /DE/,TSCO,916365,22000000000,$22.0B,mega
408,BERKLEY W R CORP,WRB-PH,11544,21940921884,$21.9B,mega
409,"DOLLAR TREE, INC.",DLTR,935703,21898064491,$21.9B,mega
410,"Natera, Inc.",NTRA,1604821,21830000000,$21.8B,mega
411,LABCORP HOLDINGS INC.,LH,920148,21700000000,$21.7B,mega
412,HUBBELL INC,HUBB,48898,21586750695,$21.6B,mega
413,Fidelity Wise Origin Bitcoin Fund,FBTC,1852317,21502562250,$21.5B,mega
414,Restaurant Brands International Inc.,QSR,1618756,21428256686,$21.4B,mega
415,"Reddit, Inc.",RDDT,1713445,21200000000,$21.2B,mega
416,Hewlett Packard Enterprise Co,HPE-PC,1645590,21184000000,$21.2B,mega
417,INSMED Inc,INSM,1104506,21100000000,$21.1B,mega
418,DOLLAR GENERAL CORP,DG,29534,21100000000,$21.1B,mega
419,FLEX LTD.,FLEX,866374,21100000000,$21.1B,mega
420,"Leidos Holdings, Inc.",LDOS,1336920,21002965945,$21.0B,mega
421,WATERS CORP /DE/,WAT,1000697,20973515517,$21.0B,mega
422,PRICE T ROWE GROUP INC,TROW,1113169,20900000000,$20.9B,mega
423,PULTEGROUP INC/MI/,PHM,822416,20700000000,$20.7B,mega
424,CMS ENERGY CORP,CMS-PC,811156,20644000000,$20.6B,mega
425,REGIONS FINANCIAL CORP,RF-PF,1281761,20566150882,$20.6B,mega
426,NVR INC,NVR,906163,20284815000,$20.3B,mega
427,DEVON ENERGY CORP/DE,DVN,1090012,20200000000,$20.2B,mega
428,Invitation Homes Inc.,INVH,1687229,20100000000,$20.1B,mega
429,DARDEN RESTAURANTS INC,DRI,940944,20084300000,$20.1B,mega
430,QUEST DIAGNOSTICS INC,DGX,1022079,20000000000,$20.0B,mega
431,Texas Pacific Land Corp,TPL,1811074,20000000000,$20.0B,mega
432,"SoFi Technologies, Inc.",SOFI,1818874,20000000000,$20.0B,mega
433,"Qnity Electronics, Inc.",Q,2058873,20000000000,$20.0B,mega
434,"Expedia Group, Inc.",EXPE,1324424,19967985000,$20.0B,mega
435,Grayscale Bitcoin Trust ETF,GBTC,1588489,19941743766,$19.9B,mega
436,CLOROX CO /DE/,CLX,21076,19900000000,$19.9B,mega
437,"Zoom Communications, Inc.",ZM,1585521,19800000000,$19.8B,mega
438,EDISON INTERNATIONAL,EIX,827052,19800000000,$19.8B,mega
439,US Foods Holding Corp.,USFD,1665918,19700000000,$19.7B,mega
440,EXPAND ENERGY Corp,EXE,895126,19600000000,$19.6B,mega
441,RB GLOBAL INC.,RBA,1046102,19400000000,$19.4B,mega
442,KEYCORP /NEW/,KEY-PJ,91576,19378924449,$19.4B,mega
443,MCCORMICK & CO INC,MKC-V,63754,19353507870,$19.4B,mega
444,GLOBAL PAYMENTS INC,GPN,1123360,19310238934,$19.3B,mega
445,Amcor plc,AMCCF,1748790,19300000000,$19.3B,mega
446,CITIZENS FINANCIAL GROUP INC/RI,CFG-PI,759944,19237809260,$19.2B,mega
447,CIK 858470,,858470,19200000000,$19.2B,mega
448,"MongoDB, Inc.",MDB,1441816,19100000000,$19.1B,mega
449,MPLX LP,MPLXP,1552000,19100000000,$19.1B,mega
450,DraftKings Inc.,DKNG,1883685,19100000000,$19.1B,mega
451,CASEYS GENERAL STORES INC,CASY,726958,19100000000,$19.1B,mega
452,NISOURCE INC.,NI,1111711,18966136571,$19.0B,mega
453,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,51253,18848336277,$18.8B,mega
454,TWILIO INC,TWLO,1447669,18700000000,$18.7B,mega
455,"PINTEREST, INC.",PINS,1506293,18700000000,$18.7B,mega
456,DOW INC.,DOW,1751788,18700000000,$18.7B,mega
457,TRIMBLE INC.,TRMB,864749,18700000000,$18.7B,mega
458,COMFORT SYSTEMS USA INC,FIX,1035983,18640000000,$18.6B,mega
459,PTC INC.,PTC,857005,18551172440,$18.6B,mega
460,WEYERHAEUSER CO,WY,106535,18500000000,$18.5B,mega
461,BIOGEN INC.,BIIB,875045,18378285308,$18.4B,mega
462,AeroVironment Inc,AVAV,1368622,18333500000,$18.3B,mega
463,"Nutanix, Inc.",NTNX,1618732,18300000000,$18.3B,mega
464,LENNOX INTERNATIONAL INC,LII,1069202,18200000000,$18.2B,mega
465,Fortive Corp,FTV,1659166,18200000000,$18.2B,mega
466,TEVA PHARMACEUTICAL INDUSTRIES LTD,TEVJF,818686,18160000000,$18.2B,mega
467,"ESSEX PROPERTY TRUST, INC.",ESS,920522,18100000000,$18.1B,mega
468,"ZIMMER BIOMET HOLDINGS, INC.",ZBH,1136869,18023763265,$18.0B,mega
469,CELESTICA INC,CLS,1030894,17900000000,$17.9B,mega
470,"Zscaler, Inc.",ZS,1713683,17900000000,$17.9B,mega
471,PRINCIPAL FINANCIAL GROUP INC,PFG,1126328,17700000000,$17.7B,mega
472,"FIRST SOLAR, INC.",FSLR,1274494,17700000000,$17.7B,mega
473,lululemon athletica inc.,LULU,1397187,17576000000,$17.6B,mega
474,FACTSET RESEARCH SYSTEMS INC,FDS,1013237,17509083420,$17.5B,mega
475,SS&C Technologies Holdings Inc,SSNC,1402436,17502751030,$17.5B,mega
476,"TYSON FOODS, INC.",TSN,100493,17422448530,$17.4B,mega
477,FIRST CITIZENS BANCSHARES INC /DE/,FCNCN,798941,17263599044,$17.3B,mega
478,"EMCOR Group, Inc.",EME,105634,17258000000,$17.3B,mega
479,iShares Silver Trust,SLV,1330568,17190036500,$17.2B,mega
480,"Burlington Stores, Inc.",BURL,1579298,17151432284,$17.2B,mega
481,"NetApp, Inc.",NTAP,1002047,17100000000,$17.1B,mega
482,Fabrinet,FN,1408710,17100000000,$17.1B,mega
483,TransUnion,TRU,1552033,17100000000,$17.1B,mega
484,"Everpure, Inc.",P,1474432,17000000000,$17.0B,mega
485,"Keysight Technologies, Inc.",KEYS,1601046,17000000000,$17.0B,mega
486,"Equitable Holdings, Inc.",EQH-PC,1333986,16900000000,$16.9B,mega
487,Tradeweb Markets Inc.,TW,1758730,16900000000,$16.9B,mega
488,GENUINE PARTS CO,GPC,40987,16900000000,$16.9B,mega
489,SOUTHWEST AIRLINES CO,LUV,92380,16890396912,$16.9B,mega
490,"Ulta Beauty, Inc.",ULTA,1403568,16866064000,$16.9B,mega
491,Royalty Pharma plc,RPRX,1802768,16700000000,$16.7B,mega
492,PACKAGING CORP OF AMERICA,PKG,75677,16692388603,$16.7B,mega
493,PENTAIR plc,PNR,77360,16631780229,$16.6B,mega
494,"Affirm Holdings, Inc.",AFRM,1820953,16600000000,$16.6B,mega
495,CIK 55067,,55067,16600000000,$16.6B,mega
496,"Yum China Holdings, Inc.",YUMC,1673358,16500000000,$16.5B,mega
497,Lumentum Holdings Inc.,LITE,1633978,16469000000,$16.5B,mega
498,"RELIANCE, INC.",RS,861884,16450000000,$16.4B,mega
499,VERISIGN INC/CA,VRSN,1014473,16400000000,$16.4B,mega
500,"Okta, Inc.",OKTA,1660134,16400000000,$16.4B,mega
501,CURTISS WRIGHT CORP,CW,26324,16400000000,$16.4B,mega
502,"COOPER COMPANIES, INC.",COO,711404,16200000000,$16.2B,mega
503,BAXTER INTERNATIONAL INC,BAX,10456,16000000000,$16.0B,mega
504,"MOLINA HEALTHCARE, INC.",MOH,1179929,16000000000,$16.0B,mega
505,Snap-on Inc,SNA,91440,15900000000,$15.9B,mega
506,LOGITECH INTERNATIONAL S.A.,LOGI,1032975,15881278174,$15.9B,mega
507,ROLLINS INC,ROL,84839,15803310776,$15.8B,mega
508,CARLISLE COMPANIES INC,CSL,790051,15800000000,$15.8B,mega
509,"Sprouts Farmers Market, Inc.",SFM,1575515,15781871524,$15.8B,mega
510,SUN COMMUNITIES INC,SUI,912593,15745164541,$15.7B,mega
511,WEST PHARMACEUTICAL SERVICES INC,WST,105770,15700000000,$15.7B,mega
512,CARPENTER TECHNOLOGY CORP,CRS,17843,15681972606,$15.7B,mega
513,"Evergy, Inc.",EVRG,1711269,15667375144,$15.7B,mega
514,WATSCO INC,WSO-B,105016,15615000000,$15.6B,mega
515,Gen Digital Inc.,GENVR,849399,15555822937,$15.6B,mega
516,"Super Micro Computer, Inc.",SMCIP,1375365,15529499954,$15.5B,mega
517,ALLIANT ENERGY CORP,LNT,352541,15500000000,$15.5B,mega
518,ZEBRA TECHNOLOGIES CORP,ZBRA,877212,15500000000,$15.5B,mega
519,ARES CAPITAL CORP,ARCC,1287750,15415428367,$15.4B,mega
520,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPD,746515,15362848688,$15.4B,mega
521,LOEWS CORP,L,60086,15362000000,$15.4B,mega
522,"F5, INC.",FFIV,1048695,15351963269,$15.4B,mega
523,DOMINOS PIZZA INC,DPZ,1286681,15285523540,$15.3B,mega
524,BALL Corp,BALL,9389,15260000000,$15.3B,mega
525,CIK 1618921,,1618921,15200000000,$15.2B,mega
526,HALLIBURTON CO,HAL,45012,15200000000,$15.2B,mega
527,"DOCUSIGN, INC.",DOCU,1261333,15100000000,$15.1B,mega
528,"ZILLOW GROUP, INC.",Z,1617640,14900000000,$14.9B,mega
529,Rocket Lab Corp,RKLB,1819994,14900000000,$14.9B,mega
530,LyondellBasell Industries N.V.,LYB,1489393,14800000000,$14.8B,mega
531,"CF Industries Holdings, Inc.",CF,1324404,14796888341,$14.8B,mega
532,Aptiv PLC,APTV,1521332,14783719749,$14.8B,mega
533,DECKERS OUTDOOR CORP,DECK,910521,14764483936,$14.8B,mega
534,BeOne Medicines Ltd.,BEIGF,1651308,14700000000,$14.7B,mega
535,"Dynatrace, Inc.",DT,1773383,14600000000,$14.6B,mega
536,"BJ's Wholesale Club Holdings, Inc.",BJ,1531152,14500000000,$14.5B,mega
537,"XPO, Inc.",XPO,1166003,14400000000,$14.4B,mega
538,JACOBS SOLUTIONS INC.,J,52988,14400000000,$14.4B,mega
539,JABIL INC,JBL,898293,14400000000,$14.4B,mega
540,"EVEREST GROUP, LTD.",EG,1095073,14300000000,$14.3B,mega
541,"Rivian Automotive, Inc. / DE",RIVN,1874178,14300000000,$14.3B,mega
542,TEXTRON INC,TXT,217346,14300000000,$14.3B,mega
543,KIMCO REALTY CORP,KIM-PN,879101,14200000000,$14.2B,mega
544,"SharkNinja, Inc.",SN,1957132,13962651458,$14.0B,mega
545,Unum Group,UNMA,5513,13900000000,$13.9B,mega
546,"Fidelity National Financial, Inc.",FNF,1331875,13873627890,$13.9B,mega
547,OMNICOM GROUP INC.,OMC,29989,13815889740,$13.8B,mega
548,EAST WEST BANCORP INC,EWBC,1069157,13774364511,$13.8B,mega
549,SOMNIGROUP INTERNATIONAL INC.,SGI,1206264,13757330408,$13.8B,mega
550,"QXO, Inc.",QXO-PB,1236275,13730000000,$13.7B,mega
551,"TKO Group Holdings, Inc.",TKO,1973266,13650540272,$13.7B,mega
552,W. P. Carey Inc.,WPC,1025378,13600000000,$13.6B,mega
553,Avery Dennison Corp,AVY,8818,13600000000,$13.6B,mega
554,Carlyle Group Inc.,CGABL,1527166,13579714543,$13.6B,mega
555,CIK 859737,,859737,13566017923,$13.6B,mega
556,RPM INTERNATIONAL INC/DE/,RPM,110621,13565090468,$13.6B,mega
557,MASCO CORP /DE/,MAS,62996,13438348177,$13.4B,mega
558,"Guidewire Software, Inc.",GWRE,1528396,13400000000,$13.4B,mega
559,"Duolingo, Inc.",DUOL,1562088,13342902822,$13.3B,mega
560,Talen Energy Corp,TLN,1622536,13300000000,$13.3B,mega
561,"Rubrik, Inc.",RBRK,1943896,13260000000,$13.3B,mega
562,IDEX CORP /DE/,IEX,832101,13228549364,$13.2B,mega
563,World Gold Trust,GLDM,1618181,13227538500,$13.2B,mega
564,"BWX Technologies, Inc.",BWXT,1486957,13200000000,$13.2B,mega
565,"Astera Labs, Inc.",ALAB,1736297,13200000000,$13.2B,mega
566,Solventum Corp,SOLV,1964738,13100000000,$13.1B,mega
567,REINSURANCE GROUP OF AMERICA INC,RZC,898174,13100000000,$13.1B,mega
568,LAS VEGAS SANDS CORP,LVS,1300514,13023793216,$13.0B,mega
569,STEEL DYNAMICS INC,STLD,1022671,13000000000,$13.0B,mega
570,Medline Inc.,MDLN,2046386,13000000000,$13.0B,mega
571,REGENCY CENTERS CORP,REGCO,910606,12800000000,$12.8B,mega
572,JACK HENRY & ASSOCIATES INC,JKHY,779152,12705842343,$12.7B,mega
573,"Gaming & Leisure Properties, Inc.",GLPI,1575965,12700000000,$12.7B,mega
574,APi Group Corp,APG,1796209,12700000000,$12.7B,mega
575,"TERADYNE, INC",TER,97210,12700000000,$12.7B,mega
576,Samsara Inc.,IOT,1642896,12686300000,$12.7B,mega
577,"Builders FirstSource, Inc.",BLDR,1316835,12600000000,$12.6B,mega
578,"Texas Roadhouse, Inc.",TXRH,1289460,12500000000,$12.5B,mega
579,BLUE OWL CAPITAL INC.,OWL,1823945,12500000000,$12.5B,mega
580,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",ARE,1035443,12400000000,$12.4B,mega
581,Allegion plc,ALLE,1579241,12300000000,$12.3B,mega
582,Liberty Broadband Corp,LBRDP,1611983,12200000000,$12.2B,mega
583,ITT INC.,ITT,216228,12200000000,$12.2B,mega
584,TENET HEALTHCARE CORP,THC,70318,12200000000,$12.2B,mega
585,Encompass Health Corp,EHC,785161,12200000000,$12.2B,mega
586,AECOM,ACM,868857,12200000000,$12.2B,mega
587,RBC Bearings INC,RBC,1324948,12165027584,$12.2B,mega
588,ANNALY CAPITAL MANAGEMENT INC,NLY-PJ,1043219,12100000000,$12.1B,mega
589,JONES LANG LASALLE INC,JLL,1037976,12017132438,$12.0B,mega
590,ATI INC,ATI,1018963,12000000000,$12.0B,mega
591,"DuPont de Nemours, Inc.",DD,1666700,12000000000,$12.0B,mega
592,Ally Financial Inc.,ALLY,40729,12000000000,$12.0B,mega
593,CAMDEN PROPERTY TRUST,CPT,906345,11980283165,$12.0B,mega
594,RALPH LAUREN CORP,RL,1037038,11943000000,$11.9B,mega
595,"Core & Main, Inc.",CNM,1856525,11940000000,$11.9B,mega
596,"CROWN HOLDINGS, INC.",CCK,1219601,11923400233,$11.9B,mega
597,"Paycom Software, Inc.",PAYC,1590955,11900000000,$11.9B,mega
598,BEST BUY CO INC,BBY,764478,11900000000,$11.9B,mega
599,MID AMERICA APARTMENT COMMUNITIES INC.,MAA-PI,912595,11900000000,$11.9B,mega
600,MANHATTAN ASSOCIATES INC,MANH,1056696,11791338195,$11.8B,mega
601,Performance Food Group Co,PFGC,1618673,11771720185,$11.8B,mega
602,CIK 1043604,,1043604,11713000000,$11.7B,mega
603,EQUITY LIFESTYLE PROPERTIES INC,ELS,895417,11707300000,$11.7B,mega
604,ANTERO RESOURCES Corp,AR,1433270,11700000000,$11.7B,mega
605,American Homes 4 Rent,AMH-PH,1562401,11700000000,$11.7B,mega
606,FTAI Aviation Ltd.,FTAIM,1590364,11700000000,$11.7B,mega
607,CLEAN HARBORS INC,CLH,822818,11700000000,$11.7B,mega
608,ROYAL GOLD INC,RGLD,85535,11700000000,$11.7B,mega
609,"AST SpaceMobile, Inc.",ASTS,1780312,11664700000,$11.7B,mega
610,CACI INTERNATIONAL INC /DE/,CACI,16058,11655273629,$11.7B,mega
611,nVent Electric plc,NVT,1720635,11651892767,$11.7B,mega
612,Snap Inc,SNAP,1564408,11600000000,$11.6B,mega
613,Owens Corning,OC,1370946,11500066698,$11.5B,mega
614,MOSAIC CO,MOS,1285785,11500000000,$11.5B,mega
615,CNH Industrial N.V.,CNH,1567094,11500000000,$11.5B,mega
616,"IonQ, Inc.",IONQ-WT,1824920,11500000000,$11.5B,mega
617,Booz Allen Hamilton Holding Corp,BAH,1443646,11488325864,$11.5B,mega
618,BIO-TECHNE Corp,TECH,842023,11400000000,$11.4B,mega
619,"C. H. ROBINSON WORLDWIDE, INC.",CHRW,1043277,11317245827,$11.3B,mega
620,RENAISSANCERE HOLDINGS LTD,RNR-PG,913144,11300000000,$11.3B,mega
621,"REVVITY, INC.",RVTY,31791,11298522046,$11.3B,mega
622,"DICK'S SPORTING GOODS, INC.",DKS,1089063,11281312684,$11.3B,mega
623,LINCOLN ELECTRIC HOLDINGS INC,LECO,59527,11267215663,$11.3B,mega
624,UNITED THERAPEUTICS Corp,UTHR,1082554,11233042523,$11.2B,mega
625,INCYTE CORP,INCY,879169,11200000000,$11.2B,mega
626,"HOULIHAN LOKEY, INC.",HLI,1302215,11190000000,$11.2B,mega
627,AKAMAI TECHNOLOGIES INC,AKAM,1086222,11183900000,$11.2B,mega
628,SERVICE CORP INTERNATIONAL,SCI,89089,11126104381,$11.1B,mega
629,ALIGN TECHNOLOGY INC,ALGN,1097149,11100000000,$11.1B,mega
630,James Hardie Industries plc,JHIUF,1159152,11100000000,$11.1B,mega
631,"Tempus AI, Inc.",TEM,1717115,11000000000,$11.0B,mega
632,"DT Midstream, Inc.",DTM,1842022,11000000000,$11.0B,mega
633,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,FNMAH,310522,11000000000,$11.0B,mega
634,CIK 51644,,51644,10900000000,$10.9B,mega
635,STIFEL FINANCIAL CORP,SF-PD,720672,10900000000,$10.9B,mega
636,HUNT J B TRANSPORT SERVICES INC,JBHT,728535,10900000000,$10.9B,mega
637,Nextpower Inc.,NXT,1852131,10800000000,$10.8B,mega
638,OMEGA HEALTHCARE INVESTORS INC,OHI,888491,10743896520,$10.7B,mega
639,NORDSON CORP,NDSN,72331,10705289437,$10.7B,mega
640,Bunge Global SA,BG,1996862,10701000000,$10.7B,mega
641,FIRST HORIZON CORP,FHN-PF,36966,10700000000,$10.7B,mega
642,"ADVANCED DRAINAGE SYSTEMS, INC.",WMS,1604028,10679000000,$10.7B,mega
643,PINNACLE WEST CAPITAL CORP,PNW,764622,10673413436,$10.7B,mega
644,"BXP, Inc.",BXP,1037540,10663223539,$10.7B,mega
645,DAVITA INC.,DVA,927066,10600000000,$10.6B,mega
646,J M SMUCKER Co,SJM,91419,10590293766,$10.6B,mega
647,POOL CORP,POOL,945841,10541563662,$10.5B,mega
648,Permian Resources Corp,PR,1658566,10503468331,$10.5B,mega
649,"STANLEY BLACK & DECKER, INC.",SWK,93556,10500000000,$10.5B,mega
650,"HOST HOTELS & RESORTS, INC.",HST,1070750,10405713884,$10.4B,mega
651,Evercore Inc.,EVR,1360901,10400000000,$10.4B,mega
652,"Essential Utilities, Inc.",WTRG,78128,10396206999,$10.4B,mega
653,Viatris Inc,VTRS,1792044,10384706269,$10.4B,mega
654,"APTARGROUP, INC.",ATR,896622,10345798465,$10.3B,mega
655,MASTEC INC,MTZ,15615,10300000000,$10.3B,mega
656,"HASBRO, INC.",HAS,46080,10300000000,$10.3B,mega
657,CIENA CORP,CIEN,936395,10300000000,$10.3B,mega
658,LAMAR ADVERTISING CO/NEW,LAMR,1090425,10177995114,$10.2B,mega
659,"Hims & Hers Health, Inc.",HIMS,1773751,10100000000,$10.1B,mega
660,GLOBE LIFE INC.,GL-PD,320335,10000000000,$10.0B,mega
661,"Kinsale Capital Group, Inc.",KNSL,1669162,9978331145,$10.0B,large
662,CIK 1124140,,1124140,9970230370,$10.0B,large
663,"ASSURANT, INC.",AIZN,1267238,9930000000,$9.9B,large
664,"Moderna, Inc.",MRNA,1682852,9900000000,$9.9B,large
665,"Doximity, Inc.",DOCS,1516513,9860000000,$9.9B,large
666,"Toll Brothers, Inc.",TOL,794170,9852684000,$9.9B,large
667,Roivant Sciences Ltd.,ROIV,1635088,9800000000,$9.8B,large
668,TechnipFMC plc,FTI,1681459,9800000000,$9.8B,large
669,"SKYWORKS SOLUTIONS, INC.",SWKS,4127,9800000000,$9.8B,large
670,Ovintiv Inc.,OVV,1792580,9780270102,$9.8B,large
671,Penumbra Inc,PEN,1321732,9700000000,$9.7B,large
672,"Celsius Holdings, Inc.",CELH,1341766,9700000000,$9.7B,large
673,"ROKU, INC",ROKU,1428439,9700000000,$9.7B,large
674,Wingstop Inc.,WING,1636222,9700000000,$9.7B,large
675,UNIVERSAL HEALTH SERVICES INC,UHS,352915,9700000000,$9.7B,large
676,WYNN RESORTS LTD,WYNN,1174922,9660000000,$9.7B,large
677,CubeSmart,CUBE,1298675,9659711015,$9.7B,large
678,RANGE RESOURCES CORP,RRC,315852,9592497000,$9.6B,large
679,"EPAM Systems, Inc.",EPAM,1352010,9570000000,$9.6B,large
680,NEUROCRINE BIOSCIENCES INC,NBIX,914475,9520000000,$9.5B,large
681,APPLIED INDUSTRIAL TECHNOLOGIES INC,AIT,109563,9513847000,$9.5B,large
682,LKQ CORP,LKQ,1065696,9500000000,$9.5B,large
683,SEI INVESTMENTS CO,SEIC,350894,9500000000,$9.5B,large
684,REGAL REXNORD CORP,RRX,82811,9500000000,$9.5B,large
685,"HUNTINGTON INGALLS INDUSTRIES, INC.",HII,1501585,9475000000,$9.5B,large
686,Elastic N.V.,ESTC,1707753,9400000000,$9.4B,large
687,"HEALTHPEAK PROPERTIES, INC.",DOC,765880,9400000000,$9.4B,large
688,"EXELIXIS, INC.",EXEL,939767,9400000000,$9.4B,large
689,"BELLRING BRANDS, INC.",BRBR,1772016,9367938437,$9.4B,large
690,Aramark,ARMK,1584509,9291400000,$9.3B,large
691,Crane Co,CR,1944013,9272583912,$9.3B,large
692,SouthState Bank Corp,SSB,764038,9225644000,$9.2B,large
693,"ILLUMINA, INC.",ILMN,1110803,9200000000,$9.2B,large
694,"CAVA GROUP, INC.",CAVA,1639438,9200000000,$9.2B,large
695,"Avantor, Inc.",AVTR,1722482,9173395483,$9.2B,large
696,CIK 1633931,,1633931,9100000000,$9.1B,large
697,"Planet Fitness, Inc.",PLNT,1637207,9100000000,$9.1B,large
698,WEBSTER FINANCIAL CORP,WBS-PG,801337,9100000000,$9.1B,large
699,CARMAX INC,KMX,1170010,9059759286,$9.1B,large
700,SOUTHERN COPPER CORP/,SCCO,1001838,9019800000,$9.0B,large
701,GameStop Corp.,GME-WT,1326380,9000000000,$9.0B,large
702,BROWN FORMAN CORP,BF-A,14693,9000000000,$9.0B,large
703,Norwegian Cruise Line Holdings Ltd.,NCLH,1513761,9000000000,$9.0B,large
704,Unity Software Inc.,U,1810806,9000000000,$9.0B,large
705,NEW YORK TIMES CO,NYT,71691,9000000000,$9.0B,large
706,AMERICAN FINANCIAL GROUP INC,AFGE,1042046,8990000000,$9.0B,large
707,OGE ENERGY CORP.,OGE,1021635,8937916402,$8.9B,large
708,ACUITY INC. (DE),AYI,1144215,8900000000,$8.9B,large
709,WESCO INTERNATIONAL INC,WCC,929008,8900000000,$8.9B,large
710,HENRY SCHEIN INC,HSIC,1000228,8885457000,$8.9B,large
711,"Primerica, Inc.",PRI,1475922,8880345744,$8.9B,large
712,OLD REPUBLIC INTERNATIONAL CORP,ORI,74260,8832423187,$8.8B,large
713,TD SYNNEX CORP,SNX,1177394,8743705927,$8.7B,large
714,EASTGROUP PROPERTIES INC,EGP,49600,8720772824,$8.7B,large
715,"Corebridge Financial, Inc.",CRBD,1889539,8710000000,$8.7B,large
716,ERIE INDEMNITY CO,ERIE,922621,8700000000,$8.7B,large
717,Ingredion Inc,INGR,1046257,8692000000,$8.7B,large
718,LITHIA MOTORS INC,LAD,1023128,8685471000,$8.7B,large
719,MUELLER INDUSTRIES INC,MLI,89439,8641564012,$8.6B,large
720,HORMEL FOODS CORP /DE/,HRL,48465,8637339615,$8.6B,large
721,AGNC Investment Corp.,AGNCZ,1423689,8600000000,$8.6B,large
722,AUTOLIV INC,ALV,1034670,8595000000,$8.6B,large
723,"RYAN SPECIALTY HOLDINGS, INC.",RYAN,1849253,8557552987,$8.6B,large
724,CONAGRA BRANDS INC.,CAG,23217,8500625571,$8.5B,large
725,PLAINS ALL AMERICAN PIPELINE LP,PAAPU,1070423,8500000000,$8.5B,large
726,ENTEGRIS INC,ENTG,1101302,8500000000,$8.5B,large
727,CIK 1163302,,1163302,8500000000,$8.5B,large
728,Dutch Bros Inc.,BROS,1866581,8500000000,$8.5B,large
729,DONALDSON Co INC,DCI,29644,8462489351,$8.5B,large
730,EASTMAN CHEMICAL CO,EMN,915389,8452123241,$8.5B,large
731,"Pinnacle Financial Partners, Inc.",PNFP-PB,2082866,8441256440,$8.4B,large
732,"Rexford Industrial Realty, Inc.",REXR-PC,1571283,8400000000,$8.4B,large
733,"Ollie's Bargain Outlet Holdings, Inc.",OLLI,1639300,8400000000,$8.4B,large
